"TEAM","YEAR","CONF","G","W","ADJOE","ADJDE","BARTHAG","EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","X2P_O","X2P_D","X3P_O","X3P_D","ADJ_T","WAB","POSTSEASON","SEED","dbpr_Player.1","dbpr_Player.2","dbpr_Player.3","dbpr_Player.4","dbpr_Player.5","dbpr_Player.6","dbpr_Player.7","dbpr_Player.8","obpr_Player.1","obpr_Player.2","obpr_Player.3","obpr_Player.4","obpr_Player.5","obpr_Player.6","obpr_Player.7","obpr_Player.8","elo"
"Wake Forest",2014,"ACC",33,17,106.7,101.2,0.6484,49.8,47.5,18.4,16.8,30.2,33.8,50.1,39,50,47.7,32.9,31.4,68.2,-2.6,NA,NA,0.742175101,-0.182903267,0.389093044,1.180478866,2.46212969,0.813018528,1.479988459,0.124629296,1.880750772,2.763377173,1.590158592,0.356869843,-1.571958641,-0.030945508,-1.293169523,-0.42362713,1604.77191
"Wake Forest",2015,"ACC",32,13,104.8,98.1,0.6826,47.8,50.9,19.3,17.1,31.8,26.4,41.5,35.2,46.5,51.1,33.6,33.8,68.7,-5.7,NA,NA,1.165973031,2.035534655,1.421323435,0.445966731,0.159571542,0.222587951,-0.342244075,0.954211955,1.462618692,0.1208638,-0.159764514,0.775419094,0.704764987,0.310975553,0.141349827,-1.343534843,1519.349447
"Wake Forest",2016,"ACC",31,11,106.9,99.4,0.6977,49.4,49.5,20.1,15.2,32.7,31.2,43.2,38.6,50.4,49.2,31.6,33.4,72.4,-6.2,NA,NA,1.595029117,0.8829946,1.385954942,1.421769375,0.194559995,0.564021777,-0.02761079,0.393049966,1.88140059,1.425378983,0.904070265,0.119853124,0.825389279,-0.008743611,0.407384926,-0.158369926,1519.816025
"Wake Forest",2017,"ACC",33,19,122.4,102.6,0.8831,54.1,52.7,16.4,16.2,30.7,27.7,40.7,38,52.1,52.1,38.5,35.8,72,1.3,"R68","11",1.557606216,1.35627056,1.590771252,-0.349286989,-1.055325175,-0.587974171,0.70871037,1.333204927,4.986648182,4.979146894,2.030403405,3.564125941,3.487199653,2.22042821,0.897639288,-1.446705381,1636.652873
"Wake Forest",2018,"ACC",31,11,110.4,101.6,0.7242,50.5,51.5,18.8,17.5,30.5,27.7,31.9,39,47.4,48.1,37.4,37.7,70.7,-7.9,NA,NA,1.407994669,2.419832737,-0.824840675,0.362200108,1.147349278,-0.398369896,0.074558281,1.19220769,3.489971273,1.883120431,3.077564673,1.85316303,0.687699429,1.271092478,0.37521101,-1.043023131,1451.101667
"Wake Forest",2019,"ACC",31,11,103.5,103.2,0.5087,44.8,53.3,19.4,16.1,33.9,27.3,37.6,35.2,44.1,54.7,30.8,34.1,68.9,-7.5,NA,NA,0.345167706,1.189509081,-0.09386487,0.130674917,0.871014484,0.006089919,-1.346302356,-1.060191865,1.129259808,-0.22973184,0.895392374,0.128807213,-1.082365311,-0.925918304,-0.342903257,-1.23298186,1457.070758
"Wake Forest",2021,"ACC",21,6,102,100.7,0.5386,49,54.5,20,17.9,26.2,25.9,28.5,32.1,45.9,52.8,35.1,38.3,66.8,-7.1,"N/A",NA,0.579896535,-0.180338568,0.265427945,-0.676746467,-0.35191276,0.01366538,0.182257877,-0.366701477,1.508517258,1.809524967,0.710740499,1.585504121,0.828168479,-0.288356388,-1.015671839,-0.738608805,1402.290076
"Wake Forest",2022,"ACC",35,25,110.7,95,0.8543,55.6,47.3,19.2,17.6,26.7,26.2,33.6,29.4,58.5,46.6,34.5,32.3,70.4,1.5,"N/A","N/A",2.375389718,2.387032021,1.280122558,0.49650143,3.07731602,0.774777832,-0.398835786,1.119508435,2.987369699,2.363434165,2.862748323,2.901284466,0.269746646,1.676194249,2.41667996,-0.110429965,1681.956539
"Wake Forest",2023,"ACC",33,19,111.4,101.5,0.7432,54.2,51.6,17.1,17.3,24.8,26.6,32.1,26.7,54,51,36.4,35,69.4,-3,"N/A","N/A",1.181412246,0.820276714,0.976185364,0.722648528,0.112888718,0.069569824,-0.799344854,0.144873688,3.915864363,4.262580267,2.247601478,2.108608305,2.586016893,-0.152194879,0.663331798,-1.374812718,1626.999773
"Wake Forest",2024,"ACC",33,20,116.5,99,0.866,54.7,48.9,15.6,16.2,26.3,26.2,31.5,30.7,54,48.8,37.2,32.6,68,-1.3,NA,"N/A",1.161398712,1.477935259,1.495518554,1.373897136,0.545406293,0.364878368,0.974521963,NA,4.090062946,3.50998271,3.435164756,2.788785066,2.931968041,3.060677264,-1.066100948,NA,1610.371263
"Washington",2013,"P12",34,18,106.5,96.2,0.7624,48.2,48.2,19.8,18.4,37.3,31.3,33.8,32.3,47,47,34.3,34.2,65.7,-3,NA,NA,0.874038339,1.719848165,1.052625824,-0.092626952,0.187457947,0.969356434,0.220655269,0.578200629,2.718458107,0.723214322,0.627097561,1.367456175,0.852902529,-0.062922158,-0.095885064,-1.391143657,1593.183288
"Washington",2014,"P12",32,17,111.2,104.2,0.6788,49.6,51.8,16.5,16.3,32.2,29.2,37.1,41.4,49.1,53.3,33.9,31.8,68.8,-3.6,NA,NA,0.264418203,0.621577564,0.365289467,0.605398956,1.370620588,-0.597809026,-0.01121329,-0.408397992,3.257644483,2.303502015,2.069438199,1.161788383,0.372162288,2.116436343,-0.310278977,-0.467253961,1564.901014
"Washington",2015,"P12",31,16,107.1,102,0.6355,49.3,47.1,17.5,16.8,31.4,33.2,33.9,31.7,48.9,46,33.4,33,66,-4.6,NA,NA,0.335885899,0.494858253,0.290323631,1.079463147,2.09053504,1.537945207,-1.049375339,-0.086994524,2.917867361,2.460581384,2.491889902,0.971839342,-0.394716635,-0.857998824,-0.918981124,-2.04293117,1625.374557
"Washington",2016,"P12",34,19,110.1,98.1,0.7905,48.1,47.9,17.4,20.5,33.4,35.7,41.2,44.6,47.3,47.2,33.1,33.1,78.2,-2.2,NA,NA,0.726345112,1.073641592,2.32596079,1.28617219,1.525391844,1.089388679,0.198948037,-0.304918041,3.908732524,2.301097295,0.590633762,1.347774787,1.105477764,0.542300612,0.249947663,0.147156029,1610.728962
"Washington",2017,"P12",31,9,105.9,105.4,0.5131,50.6,52.8,18.8,16.4,34.9,31.4,30.8,34.7,49.4,49.6,35.4,39.9,72.6,-10.9,NA,NA,1.688437501,1.464886758,0.432229622,0.46638567,-1.214069795,-0.937763127,-1.139742015,0.384953597,3.947319288,1.154264996,1.211096412,0.86538595,1.256237845,0.297208556,-0.376381497,-2.505978947,1444.254399
"Washington",2018,"P12",34,21,105.9,98.8,0.6886,51.7,50.7,18.6,21.1,28.9,33.3,36.7,34.4,51.6,50.9,34.6,33.4,70.8,-2.5,NA,NA,2.881698084,1.116964897,-0.195367025,0.016446404,2.833688715,1.225783234,1.451443083,-0.754686217,1.262058582,2.097889845,2.013430507,1.547617167,-1.649110878,-0.980174604,-1.314262907,0.785926333,1678.740209
"Washington",2019,"P12",36,27,105.6,93.1,0.8097,52.1,47.5,19.8,24.2,29.1,34.9,34.7,34,51.9,46,35,33.4,67.3,3.1,"R32","9",4.971175137,2.285200639,1.805746975,1.548742777,0.60617566,0.532343842,1.685832328,0.384861551,0.96305957,1.311840423,1.596436973,0.572648188,0.816953386,0.84640953,-0.89692398,-0.813566689,1720.169257
"Washington",2021,"P12",26,5,101.4,102.5,0.4696,48.9,51.2,19.2,17.2,23.4,34.4,26.2,34.7,48.3,50.6,33.2,34.9,71,-10.4,"N/A",NA,1.487518437,1.787742999,-0.374608638,-0.226147368,0.341978303,0.997310479,-0.024869737,-0.771380002,0.468827293,-0.266791088,1.246870349,0.927931087,0.184714221,-0.596940606,0.30249186,0.393745547,1323.879781
"Washington",2022,"P12",32,17,104.4,98.4,0.6629,46.4,49.9,16.7,22.1,29.3,35.6,34.7,30.1,46.2,49.8,31.2,33.5,69.6,-4.4,"N/A","N/A",0.94862932,2.177589695,1.340699168,0.49760787,0.528339775,0.707604134,-0.782916269,0.232137211,1.942433389,-0.001951591,-0.129600753,0.50206004,0.226325707,-0.379288376,0.588962749,-0.545877272,1539.385577
"Washington",2023,"P12",32,16,103.9,98.3,0.6549,48.8,47.1,19.9,18.4,26.4,34.6,31.7,25.4,50,48.6,31.3,29.7,69.1,-3.8,"N/A","N/A",2.031854463,0.919767977,1.090346222,1.494545581,-0.580286996,0.462609044,1.346657498,0.109062645,1.094529655,1.165252031,0.961143264,0.12550212,1.816529211,0.234866096,-1.549589303,-0.423692195,1582.481954
"Washington",2024,"P12",32,17,114.4,101.2,0.8037,53.5,50.1,15.9,15.8,27.1,28.9,32.1,33.1,53.8,49.9,35.4,33.7,71.1,-3.6,NA,"N/A",0.610377034,0.569311861,1.078269061,0.569335608,1.817739107,0.210468586,2.19154019,-0.073001615,3.486228602,3.321675707,2.740542232,2.904142912,1.46903251,1.781416719,-0.426512989,0.969628341,1599.983186
"Washington State",2013,"P12",32,13,106.3,98.3,0.7114,49.6,49.6,19.1,19.4,31.6,28.2,34.1,31.7,47.9,47.9,34.7,34.8,62.2,-8.2,NA,NA,0.425127384,1.021206547,0.339947543,1.055647384,0.81047718,-0.019203127,1.600529402,-1.025273261,2.619642448,1.38934006,1.663594263,0.709214921,0.633385151,0.831948802,-2.878613575,-0.347807982,1509.474841
"Washington State",2014,"P12",30,9,101.1,102.6,0.4564,46.9,51.5,18,17.5,27.7,27.9,37.2,44.7,45.2,49.6,32.7,36.9,62.3,-9.3,NA,NA,-0.031306632,0.739104998,-0.35954083,0.337131983,0.086909829,0.537121125,1.165896732,1.438124698,2.873040695,0.19820453,1.153522451,-0.424368842,-0.251430551,-0.903545664,-1.601447246,-2.44873789,1449.309926
"Washington State",2015,"P12",31,13,107.4,107.4,0.502,49.6,52.4,17.3,14.1,26.4,30.3,39.7,34.1,48.7,50.8,34.2,37.4,67.8,-6.8,NA,NA,-1.708995109,-0.43120998,-0.990477484,-1.206862676,1.315121374,-1.095508982,-2.742400688,0.20226289,2.615657915,0.732459876,1.12573311,1.11455667,-1.576428467,0.824342928,1.718402932,-1.339995755,1468.204217
"Washington State",2016,"P12",30,8,101.1,104,0.4185,50.7,49.9,19.7,14.7,23.9,29.6,31.1,37.5,50.3,48.2,34.6,35.9,69.7,-10.4,NA,NA,0.952736284,0.72042403,1.944728676,-0.338505071,1.826696263,-0.116068102,-0.747811038,-0.87544922,1.390937327,1.132278679,-0.486366331,0.706013227,-1.574709514,0.146752106,0.723483104,0.456627378,1456.94294
"Washington State",2017,"P12",30,13,103.8,104.1,0.4924,52,52.8,18.1,14.7,20,28.5,27.2,27.9,50.6,52.6,36.6,35.4,69,-7.9,NA,NA,0.037377584,-0.329672504,0.079830214,-0.705821586,0.487159008,-0.496092113,-1.618840209,NA,1.776840675,1.842300394,0.839136113,0.863911485,-0.740212581,-0.739585028,-0.81475298,NA,1529.188542
"Washington State",2018,"P12",31,12,107.5,109.5,0.4469,54.1,53.5,19.4,16.4,24.6,31.2,24.7,28.5,51.7,54.2,37.7,34.9,69.6,-9.9,NA,NA,-0.01541776,0.876286986,-0.39129581,0.366525658,-0.795979233,-1.489388561,0.078249412,-1.551935135,3.044754296,1.137816399,2.242789907,1.278794696,1.637249677,1.901974695,-1.518957189,-2.397562118,1534.712521
"Washington State",2019,"P12",32,11,105,108.8,0.3986,52.8,54.7,19.2,17.1,25.2,29.5,30.3,28.4,51.5,54.9,36.4,36.2,71.8,-12.2,NA,NA,-0.099263363,-0.161035743,-0.216416452,0.058633999,-1.884643365,-0.432848,-0.955007127,-1.305515849,2.46596754,2.078497859,1.708671566,0.401002365,1.634709083,0.018051676,-0.115010957,-0.475537504,1462.311253
"Washington State",2021,"P12",27,14,101.1,93.6,0.7087,47.9,46.6,21.6,18.5,30.8,26,34.7,32.7,45.7,46.4,34.1,31.3,68,-4.5,"N/A",NA,1.81967297,1.577761681,1.619677444,1.039223137,1.951449501,1.014037095,1.527722334,0.763113914,0.646504237,-0.113244785,-0.179881804,0.351388729,-0.668419578,0.23736903,-0.826913501,-0.248609273,1601.59832
"Washington State",2022,"P12",37,22,107.6,93.1,0.8405,47.9,46.9,16.6,20.4,33.4,29.5,29.8,30.3,46.2,47.4,33.5,30.6,66.2,-4,"N/A","N/A",2.946497178,1.578245459,1.306032713,1.475726473,0.796262102,1.402577226,0.525811393,0.877459692,1.854397938,1.358458786,1.627218856,1.431447604,2.101031356,0.961317267,1.356659913,0.686018548,1629.38302
"Washington State",2023,"P12",34,17,111.3,98,0.8115,50.4,49.8,18.5,16.6,31.5,26.1,28.2,28.4,46.3,50.5,37.3,32.2,64.2,-3,"N/A","N/A",1.098788008,0.862154136,0.914465281,1.133897025,0.562772599,0.457352316,1.306274074,0.191379,2.947960735,3.153752596,2.79777318,1.992574522,2.082929994,1.640341367,-2.071435031,-1.284296067,1512.524527
"Washington State",2024,"P12",33,24,112.8,96.6,0.8556,52.1,47.3,16.1,15.9,32.9,24.9,31.7,32.7,52.6,46.9,34,32,64.9,1.9,NA,"7",1.249324002,1.11952824,1.647912337,1.444521488,2.21377765,1.097550355,0.56023673,1.786070069,2.759203591,2.641116829,2.051866096,2.183645724,0.788218377,1.447541919,1.499999389,0.16057768,1671.359919
"Weber State",2013,"BSky",35,28,107.3,97.5,0.7501,56,44.4,18.7,16.6,29.6,25.3,39.6,33.6,53.7,44.7,40.6,28.9,65.2,-2.7,NA,NA,1.921766729,1.535423234,0.611686402,1.760515372,0.103386153,0.499542088,-0.583309304,-0.137645592,2.717627821,2.984947008,3.62742208,1.387305801,1.351495928,0.121120416,-0.288760791,-1.550939701,1680.983633
"Weber State",2014,"BSky",29,17,106,106.6,0.4831,54.1,47.8,19,13.8,28.4,28.7,49.7,35.1,51.1,47,39.4,33.7,64.3,-6.9,"R64","16",0.483585285,1.657947825,1.092877424,1.139369496,-1.037844314,-0.302800541,-1.284052743,NA,3.337467626,0.680935869,0.924504361,0.510545377,1.032191421,-0.329388556,-0.127522381,NA,1550.791975
"Weber State",2015,"BSky",28,11,98.1,105.2,0.3086,48,50.8,20.5,16.6,28.8,30.2,46,31.5,45,49.6,34.9,35.9,63.2,-11.9,NA,NA,0.235435582,-0.974082345,-0.099284386,-1.030336098,1.848522496,-0.79281375,-0.680422521,-0.714358898,0.982677278,1.350692566,-0.084937725,0.129805933,-2.758201345,-0.234767615,-0.59692819,-1.072292162,1484.010261
"Weber State",2016,"BSky",32,23,101.7,99.5,0.5599,54.5,47.4,19.6,15.6,25.9,25.6,45.7,28.1,55.3,45.2,35.5,35.6,67.7,-3.7,"R64","15",1.488658697,0.035651351,1.017442057,0.449900864,0.872988295,-0.131395668,0.50292634,0.06219528,1.891365352,1.536754664,0.11853953,0.496863415,-0.524250371,0.015245214,-0.774690077,-0.34572806,1628.643871
"Weber State",2017,"BSky",32,20,107.1,109,0.4495,56,50.6,16.9,16.5,21.4,30.3,42.9,29.5,53,49.8,40.3,35.2,68,-8.7,NA,NA,-0.841197105,-0.02549007,-1.177893076,-0.244085523,0.054295668,-2.219438976,-0.569742098,-1.133945674,2.735435654,1.081646094,1.879920947,0.850761293,-0.006680871,2.148036577,0.411726362,0.686384558,1530.929815
"Weber State",2018,"BSky",28,20,105.4,106.1,0.4784,56,50.1,17.5,15.9,19.3,26.8,35.1,31.8,52.5,49.2,41,34.7,68.5,-6.1,NA,NA,-0.961297847,0.269121549,1.505791398,0.598159634,-1.090537049,1.240745263,-1.402639745,NA,3.231232638,1.421994912,0.172012667,1.014465554,2.264541712,-0.808155054,1.613419114,NA,1596.655427
"Weber State",2019,"BSky",31,18,99.9,105.3,0.3537,53.2,49,16,15.8,19.2,26.9,37.1,30.9,53.4,49.7,35.2,31.7,72.5,-10.7,NA,NA,2.010497314,-0.257747795,0.666196515,-0.178324546,-0.141963108,-0.845915942,-0.523245918,-1.868406165,1.284491406,1.661026685,0.522385399,-0.125971937,-0.213303391,-0.017373501,-0.485415626,-0.405254888,1577.523726
"Weber State",2021,"BSky",20,17,105.7,104.3,0.5383,56.4,49.9,17.2,18.9,22.4,24.5,36.8,32.2,57.3,48.3,36.6,35.2,71.8,-3.4,"N/A",NA,0.948349267,-0.548822854,-0.287283139,0.109405936,0.031038847,-0.232099432,-0.611209372,0.469608789,1.424956456,2.790665836,2.154462048,1.632204458,1.496942009,1.458669391,1.421323699,0.092796532,1627.000608
"Weber State",2022,"BSky",31,21,101.3,103.2,0.4489,53.5,52.3,16.3,20.2,20,24.9,37.8,26.9,54.5,49.2,34.6,38.1,69.6,-7.7,"N/A","N/A",1.877171933,0.166795585,-0.203319114,0.226219795,-0.626615712,-0.954654755,0.123599585,-0.724635893,0.46001495,2.122761852,1.15825137,0.720837242,1.43754928,0.875132705,-1.01146784,-0.396534311,1644.498959
"Weber State",2023,"BSky",31,18,99,101.1,0.4405,50.8,52.8,19.2,19.3,21,22.4,33.7,31.7,51.8,51.1,32.8,36.8,65,-8.4,"N/A","N/A",1.453319074,-0.06246126,0.545310789,0.236997777,1.796344565,0.381011381,-0.449578885,-0.46311376,1.158267012,1.177933172,0.358513947,0.112934614,-1.702494118,-1.201527606,-0.602925718,-1.029379478,1471.937938
"Weber State",2024,"BSky",29,20,107.2,106.9,0.5082,53.1,54.4,14.8,18.4,23.8,23.7,35.2,29.3,53.9,55.2,34.5,35.4,65.4,-7.1,NA,"N/A",1.597825302,0.028331534,-0.077730973,-0.904303531,0.651859046,-0.798532147,-1.317807813,NA,3.267958358,3.149191925,1.705709567,1.215177722,-0.393132326,0.261670374,-0.221099209,NA,1612.570393
"West Virginia",2013,"B12",32,13,103.5,99.3,0.6178,45.6,51.1,19.8,21.8,37.1,34,40.8,40,44.9,48,31.6,38.1,64.7,-7,NA,NA,1.079634669,1.203295036,-0.228869928,1.287047604,1.12408997,-0.596692454,0.918377536,1.555942222,1.573093172,0.926125175,1.970159321,0.344228004,0.320058476,1.776081748,-0.117898163,-1.316728639,1494.988056
"West Virginia",2014,"B12",33,17,115.2,101.8,0.8058,50.4,50.6,14.2,18.5,32.4,32.5,39.1,41.6,46.9,50,38.1,34.5,68.2,-1.8,NA,NA,1.070006953,0.779405084,1.54485115,0.477659735,1.487524663,0.339309086,0.535264382,-0.273344182,3.107399005,3.232505213,2.029360211,2.636297106,1.432047682,1.513909495,1.151448762,1.25288521,1541.154198
"West Virginia",2015,"B12",35,25,110.3,93.3,0.8733,46.1,52.7,18.7,28,40.1,31.1,40.4,55.5,45.5,51.8,31.6,36.5,68.6,4.1,"S16","5",1.821558795,1.717941028,2.648596524,1.871488144,1.279645,1.920893907,1.262129636,1.572973675,2.236348677,2.338261383,0.997655482,1.709517618,1.734874086,0.893921961,1.23786041,0.591972931,1705.935601
"West Virginia",2016,"B12",35,26,114.8,90.4,0.9396,49.8,48.4,20,25,42,27.1,46.2,55.3,50.3,47.7,32.5,33.1,70.9,7.4,"R64","3",3.451101959,2.76211454,2.734046991,2.12202683,2.328529808,2.983738121,2.059433381,2.007708967,4.182926433,3.134481175,2.462362834,2.919799579,2.359761621,1.075423914,1.925401691,1.517162354,1740.920278
"West Virginia",2017,"B12",37,28,115.4,89.3,0.9498,51.3,48.8,17,27.6,37.9,31.9,38.9,42.5,49.8,46.5,36.2,35.3,72.2,6.4,"S16","4",3.417449808,3.039076376,3.049465155,2.102797969,1.915245425,1.872196076,3.303844476,3.058129177,4.090653439,3.569395479,2.486206802,2.908214359,2.510080138,2.391830897,0.84409015,0.797218041,1713.968168
"West Virginia",2018,"B12",37,26,120.9,95.8,0.9353,50.4,49.9,16.5,23.3,37,30.1,31.3,44.1,48.8,45.4,35.3,38,71.2,4.6,"S16","5",3.626542496,2.425029487,3.099966682,1.625682711,1.172416437,-0.02672657,1.059931791,1.116116355,4.110114185,4.138539435,1.238243972,2.647709001,3.100677859,4.220746549,2.598370536,-0.198781502,1688.526077
"West Virginia",2019,"B12",36,15,108.8,100.7,0.7087,47.5,52.4,21.3,18.5,36.9,28.7,38.9,38,47.6,51.3,31.6,36.1,71.9,-3.7,NA,NA,2.023474569,-0.33558477,0.567773927,0.422791212,0.276007819,0.264749749,0.72297825,0.707169802,2.53110373,2.681157544,1.703555795,1.689035944,1.239920904,1.077180267,0.511901099,0.407553398,1507.435104
"West Virginia",2021,"B12",27,18,115.9,95.3,0.9046,48.7,50.2,17,20.7,35.6,31.3,39.4,28.5,46.4,51.3,35.7,32.3,69.6,3,"R32","3",2.025549624,3.113511103,2.775925993,0.466620937,1.411543156,0.281014744,0.787118829,-0.070296315,3.929104517,2.033959285,1.454095183,3.486523915,1.881358335,2.38260723,1.089239228,1.808831376,1700.669942
"West Virginia",2022,"B12",33,16,108.6,96.1,0.8025,46.8,50.6,18.2,22.5,30,33.6,36.1,34.1,45.7,51.7,32.8,32.4,67.9,-1.1,"N/A","N/A",4.036638672,0.719780278,2.670265404,0.879515231,2.64287481,0.626505386,-0.049611238,0.540774287,0.687259185,2.74184691,0.281004259,1.902232945,-0.355090643,1.046845583,1.456867659,0.807834365,1627.617557
"West Virginia",2023,"B12",34,19,117.2,97.5,0.8933,51.5,50.9,18.5,20.9,34,29.3,39.4,38.7,50.9,50.8,35,34,68.4,1.5,"R64","9",1.758672714,1.68487616,1.976523828,2.034333044,1.084682834,-0.434117376,0.213210289,0.074058941,4.221567475,3.367264453,2.912899445,2.240398177,2.973718013,2.835392858,2.033353,0.672846686,1647.690457
"West Virginia",2024,"B12",32,9,108.7,104.6,0.6082,49.6,52.1,18.3,15,26.6,30.4,37.1,28.1,47.8,51.9,34.9,34.9,68.3,-9.5,NA,"N/A",1.692621288,-0.568601768,0.139866828,0.164474776,-0.110827526,-0.005708944,1.074422433,0.284089652,2.163208894,2.844246849,1.668568432,1.532049721,1.692585188,0.572482138,-0.673809815,-0.295348087,1420.85521
"Western Carolina",2013,"SC",31,12,99.6,107.4,0.2974,47.6,49.9,18.9,20.4,34.6,35.1,30.9,47.1,46,50.5,34,32.5,66.5,-13.2,NA,NA,-0.766535548,-0.822297953,-0.617517379,-0.421634085,-0.734963569,-0.415553911,-1.598621337,NA,0.964339345,0.981995855,0.61832628,0.393061687,0.331469089,-0.536235972,-0.189383811,NA,1428.800264
"Western Carolina",2014,"SC",31,16,102.5,110,0.3062,48.2,50.5,17.8,19.8,35.4,32.7,36.8,58,46.1,50.8,34.9,33.2,67.7,-9.9,NA,NA,-0.53265806,-0.925430012,0.346714616,-0.746104351,-0.944957172,-0.364791479,0.701343716,-0.921370625,1.067680187,0.981129597,-0.494067968,0.595770403,0.399442776,-0.244983701,-1.489759615,0.0793864,1538.444756
"Western Carolina",2015,"SC",30,13,100.5,104.7,0.3856,48.8,50.1,20.1,20.7,34.7,33.9,34.6,52.5,47.2,48.6,34.8,34.9,66.2,-11.2,NA,NA,0.998757946,-0.083129723,-0.670834985,0.322220244,-0.479177756,-1.136667196,-0.69406596,0.49207158,0.182891273,0.462652358,0.637387364,-0.811898126,-0.458688361,0.122356652,-0.888929862,-2.679819822,1462.537187
"Western Carolina",2016,"SC",31,13,99.2,104.2,0.3609,48.8,51,20,20.8,30.4,32.7,38.2,45,48.3,49.6,33,35.6,70,-10.4,NA,NA,1.762019224,-0.135770724,-0.773801059,0.661205902,-0.075055726,-0.324155338,-0.190243391,-1.208993945,-0.065727541,0.874320007,1.50285312,-0.476731657,0.203801624,0.23958906,-1.827586692,-1.655806437,1464.778745
"Western Carolina",2017,"SC",30,9,89.2,103.6,0.1532,43.1,52.9,23.2,19.1,31.5,29,27.7,46.6,41.9,52.1,30.4,36,68.5,-15.2,NA,NA,0.675578867,-0.26370699,-0.466377796,-0.823547537,-0.052621647,-0.515752813,-0.788483711,NA,-1.859484601,-0.928697623,-1.719600147,-2.16998601,-3.087338692,-3.276325089,-3.525436925,NA,1395.596844
"Western Carolina",2018,"SC",30,12,95,108.1,0.1838,46.8,54.4,21.7,21,29,32.7,31.8,36.1,45.3,54.3,33,36.3,70.8,-11.7,NA,NA,-0.994942924,0.323951552,-0.332485839,-0.657585264,-1.684476921,0.173215622,0.746561759,-1.244006693,1.031677143,-1.032124413,-0.488490611,-0.42567829,0.260594952,-2.25904385,-3.100580766,-1.120491387,1444.485711
"Western Carolina",2019,"SC",31,7,99.9,109.6,0.2557,53.6,55.3,25.1,14.7,28.4,25.7,34.8,39.7,52.3,57.8,36.8,34.1,71.1,-16.5,NA,NA,0.595652421,-1.439171777,-0.611869108,-1.295695603,-1.332351513,0.416903495,-0.852391973,-1.714890784,-0.664372545,0.7601923,-0.15707358,0.061026965,0.07594582,-1.870000499,-0.638733729,-1.718062567,1327.927363
"Western Carolina",2021,"SC",25,11,99.4,106.7,0.3083,51.8,54.1,19.5,15.9,22.6,24.5,32.2,28.5,53.2,54.6,33.2,35.6,70.6,-11.6,"N/A",NA,0.114555904,-0.766113864,0.2516225,-0.779091116,-1.5909389,-0.073701565,-0.895674401,-1.045096234,2.689208871,1.0360611,-0.018020161,0.247831671,0.820029554,-1.037218263,-0.539571763,-2.022904432,1503.763035
"Western Carolina",2022,"SC",31,11,98.2,109.7,0.2186,47.9,53.2,17.7,14.3,28.6,28.5,27.8,28.7,49,52.6,31.3,36,68.4,-14.1,"N/A","N/A",0.443937882,0.602848195,0.363827591,-0.398908837,-1.209342317,-1.314110612,-1.957620275,-1.656711978,0.826057951,0.351225228,-0.083902945,-0.058785493,-0.444044568,-0.484103455,-0.058487854,-0.418580546,1437.300373
"Western Carolina",2023,"SC",31,18,101,107.2,0.3359,49.1,51,15.7,15.6,25.5,25.2,33.8,34.1,48.7,51.4,33.1,33.3,67.5,-9.8,"N/A","N/A",1.005320283,0.240199548,-0.095474573,-0.578784052,0.577064177,-0.490390534,-1.695434426,-1.215094972,0.922668543,0.832617557,0.672090668,0.712359748,-1.811578296,-1.262121637,-0.478291889,-1.146751737,1511.533973
"Western Carolina",2024,"SC",29,22,107.7,101.9,0.6541,51.7,47.2,14.7,13.3,29.1,24.2,27.7,32.4,49.8,45.5,36.8,33.9,66.8,-5.3,NA,"N/A",1.061609395,0.517568319,0.161974467,2.028031724,1.149054117,0.380810243,-0.028320676,-0.224347659,2.496887627,1.317958348,1.6324593,-0.990896774,-0.197123846,0.497083762,0.118302806,-0.164841705,1682.377981
"Western Illinois",2013,"Sum",29,20,94.3,96,0.451,51.6,45.8,19.4,19.4,24.7,27.4,39.8,28.3,48.9,43.2,38.7,34.2,58,-4.5,NA,NA,3.383600109,1.44532336,1.037480737,0.504399104,0.253834802,-0.391924205,-0.661318693,NA,0.289000121,1.667617439,0.655866281,-0.567627635,-0.861806165,-1.361065241,-1.845582423,NA,1640.207507
"Western Illinois",2014,"Sum",27,7,93.9,103.1,0.2545,49.1,48.6,21.6,18.7,24.9,28.6,38.9,47.1,48.3,46.9,34,34.8,62.6,-14.4,NA,NA,1.666155779,-0.523034648,0.954483572,-0.244108322,0.818583097,0.661144043,0.754927818,-0.52369731,-1.039684412,0.015930589,-1.625958528,-0.745333612,-1.85711353,-1.848410764,-2.057726114,-1.444380207,1415.335154
"Western Illinois",2015,"Sum",26,6,89.4,106.8,0.1153,45.3,50.7,18.3,16.7,20,28.9,30.3,37.1,41.2,49.4,35.2,35.5,67,-15.4,NA,NA,-0.091226028,0.032925979,0.792959267,-0.624015712,-0.235186189,-0.92810838,-1.213882825,-1.644008719,-0.843540575,-1.113477015,-2.35262349,-1.18400783,-1.849074141,-1.505628627,-2.148462278,-1.757001578,1407.020934
"Western Illinois",2016,"Sum",24,7,99.5,106.2,0.3205,49.3,50.1,18.2,15.2,25.5,27,32,42.4,46,46.4,37.8,39.1,68.6,-11.4,NA,NA,0.347673611,-0.449204616,-0.47397658,0.01968356,0.705673086,0.857522418,-1.45816546,-0.566554673,0.742954737,0.956764786,0.554000934,-0.607433217,-1.683056844,-1.892022762,-0.78330085,-2.037787049,1480.800044
